04-21-2025 12:26:17 RAM 3944/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [50%@1651,42%@1651,38%@1651,30%@1651,41%@2201,53%@2201,100%@2201,66%@2201,46%@1355,30%@1190,35%@1190,30%@1190] EMC_FREQ 5%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.5C CV1@-256C GPU@46.593C tj@51.031C SOC1@47.625C CV2@-256C VDD_GPU_SOC 3178mW/3178mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4939mW/4939mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1209mW/1209mW NC 0mW/0mW
04-21-2025 12:27:16 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,13%@729,0%@729,14%@2201,0%@2201,0%@2201,57%@2201,14%@729,7%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 47%@305 GR3D2_FREQ 56%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51C Tboard@38C SOC2@46.562C Tdiode@40.25C SOC0@47.625C CV1@-256C GPU@46.656C tj@50.656C SOC1@47.656C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:16 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,6%@729,0%@729,14%@729,13%@2201,0%@2201,0%@2201,53%@2201,7%@729,6%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 77%@305 GR3D2_FREQ 77%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.906C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.625C CV1@-256C GPU@46.812C tj@50.906C SOC1@47.656C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:16 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,13%@729,7%@2201,0%@2201,0%@2201,58%@2201,7%@729,0%@729,7%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 91%@305 GR3D2_FREQ 91%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.625C Tdiode@40.25C SOC0@47.625C CV1@-256C GPU@46.625C tj@50.593C SOC1@47.718C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:16 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,6%@729,6%@729,13%@2201,0%@2201,0%@2201,56%@2201,12%@729,0%@729,0%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 9%@305 GR3D2_FREQ 88%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.843C CV1@-256C GPU@46.968C tj@50.812C SOC1@47.968C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,7%@729,0%@729,0%@2201,0%@2201,0%@2344,53%@2201,15%@729,7%@729,7%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 70%@305 GR3D2_FREQ 70%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.375C Tdiode@40C SOC0@47.75C CV1@-256C GPU@46.906C tj@50.75C SOC1@47.875C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,0%@729,0%@729,8%@729,16%@2201,0%@2201,0%@2201,58%@2201,15%@729,7%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 47%@305 GR3D2_FREQ 47%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.593C Tdiode@40C SOC0@47.593C CV1@-256C GPU@46.656C tj@50.593C SOC1@47.781C CV2@-256C VDD_GPU_SOC 3972mW/4155mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,7%@729,0%@729,7%@729,14%@2188,0%@2188,0%@1987,53%@2188,15%@729,7%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 37%@305 GR3D2_FREQ 37%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.875C Tboard@38C SOC2@46.5C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.437C tj@50.875C SOC1@47.75C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@838,14%@729,0%@729,15%@2201,0%@2201,0%@2201,61%@2201,8%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 85%@305 GR3D2_FREQ 15%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.625C CV1@-256C GPU@46.875C tj@50.968C SOC1@47.656C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1298mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,0%@729,15%@2201,0%@2201,0%@2201,53%@2201,8%@729,0%@729,13%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 94%@305 GR3D2_FREQ 94%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.062C Tboard@38C SOC2@46.531C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.531C tj@51.062C SOC1@47.656C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,7%@729,7%@729,7%@2201,0%@2201,0%@2201,57%@2201,14%@729,7%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 11%@306 GR3D2_FREQ 87%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.531C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.406C tj@51.093C SOC1@47.75C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:17 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,6%@729,0%@729,7%@2201,0%@2201,0%@2201,53%@2201,14%@729,0%@729,6%@729,12%@729] EMC_FREQ 6%@2133 GR3D_FREQ 29%@305 GR3D2_FREQ 29%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.656C CV1@-256C GPU@46.468C tj@50.937C SOC1@48C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,15%@729,7%@729,15%@2201,0%@2201,0%@2201,61%@2201,15%@729,0%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 48%@305 GR3D2_FREQ 48%@306 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.625C CV1@-256C GPU@46.906C tj@50.656C SOC1@47.843C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@881,7%@729,0%@729,0%@729,14%@2201,0%@2201,0%@2201,53%@2201,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 39%@305 GR3D2_FREQ 39%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.562C CV1@-256C GPU@46.468C tj@50.687C SOC1@47.781C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@729,0%@729,7%@729,0%@729,8%@2201,0%@2201,0%@2201,53%@2201,16%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 78%@305 GR3D2_FREQ 78%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.125C Tboard@38C SOC2@46.593C Tdiode@40.25C SOC0@47.468C CV1@-256C GPU@46.593C tj@51.125C SOC1@47.687C CV2@-256C VDD_GPU_SOC 3972mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5027mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,0%@729,14%@2201,0%@2201,6%@2201,61%@2201,14%@729,7%@729,14%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 93%@305 GR3D2_FREQ 93%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.656C CV1@-256C GPU@46.968C tj@50.687C SOC1@47.75C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,0%@2191,0%@1686,20%@2070,0%@2201,0%@2084,53%@2201,20%@729,12%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 89%@305 GR3D2_FREQ 89%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.656C CV1@-256C GPU@46.687C tj@50.656C SOC1@47.875C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,13%@729,13%@729,14%@2201,0%@2201,0%@2201,53%@2201,13%@729,0%@729,12%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 77%@305 GR3D2_FREQ 77%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.062C Tboard@38C SOC2@46.562C Tdiode@40.25C SOC0@47.5C CV1@-256C GPU@46.562C tj@51.062C SOC1@47.687C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4922/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,7%@729,7%@729,7%@729,7%@2201,0%@2201,0%@2201,57%@2201,14%@729,0%@729,0%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 35%@305 GR3D2_FREQ 62%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.687C CV1@-256C GPU@46.625C tj@50.656C SOC1@47.875C CV2@-256C VDD_GPU_SOC 3972mW/4157mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:18 RAM 4923/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,7%@729,14%@2201,0%@2201,0%@2201,60%@2201,14%@729,7%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 53%@305 GR3D2_FREQ 53%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.593C tj@51.031C SOC1@47.718C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2001mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4924/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2188,7%@2188,0%@1804,7%@1804,7%@2201,0%@2201,0%@2201,57%@2201,7%@729,0%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 64%@305 GR3D2_FREQ 64%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.093C Tboard@38C SOC2@46.562C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.562C tj@51.093C SOC1@47.718C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4929/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,13%@2201,13%@2201,7%@2201,14%@2201,0%@2026,0%@2201,53%@2201,14%@1344,6%@1344,0%@1344,0%@1162] EMC_FREQ 6%@2133 GR3D_FREQ 81%@305 GR3D2_FREQ 81%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.531C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.5C tj@51.031C SOC1@47.656C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4926/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,0%@1705,0%@729,13%@2201,0%@2201,0%@2201,57%@2201,7%@729,0%@729,0%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 94%@305 GR3D2_FREQ 94%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.812C CV1@-256C GPU@46.468C tj@50.75C SOC1@47.843C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4926/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,14%@729,7%@729,15%@2085,0%@2201,0%@2201,58%@2201,8%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 81%@305 GR3D2_FREQ 81%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.187C Tboard@38C SOC2@46.656C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.75C tj@50.781C SOC1@47.812C CV2@-256C VDD_GPU_SOC 3972mW/4156mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,0%@729,13%@2201,6%@2201,0%@2201,56%@2201,13%@729,0%@729,0%@729,6%@729] EMC_FREQ 6%@2133 GR3D_FREQ 34%@305 GR3D2_FREQ 34%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.531C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.437C tj@50.968C SOC1@48.062C CV2@-256C VDD_GPU_SOC 3972mW/4155mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,6%@729,12%@729,0%@729,13%@2201,0%@2201,0%@2201,60%@2201,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 43%@305 GR3D2_FREQ 43%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.906C Tboard@38C SOC2@46.531C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.437C tj@50.656C SOC1@47.687C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:19 RAM 4927/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,6%@1691,7%@2201,6%@2201,0%@2201,60%@2201,0%@729,6%@729,6%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 32%@305 GR3D2_FREQ 32%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.468C tj@50.687C SOC1@47.718C CV2@-256C VDD_GPU_SOC 4370mW/4156mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4927/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,7%@729,14%@2201,0%@2201,0%@2073,53%@2201,15%@729,7%@729,13%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 20%@305 GR3D2_FREQ 81%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.625C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.687C CV1@-256C GPU@46.75C tj@50.625C SOC1@47.781C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@2081,13%@994,7%@729,7%@2201,0%@2201,0%@2201,57%@2201,14%@729,7%@729,0%@729,13%@729] EMC_FREQ 6%@2133 GR3D_FREQ 7%@305 GR3D2_FREQ 7%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.625C Tboard@38C SOC2@46.5C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.312C tj@50.937C SOC1@48.062C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4927/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,0%@729,14%@729,14%@2201,0%@2201,0%@2201,53%@2201,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 16%@305 GR3D2_FREQ 16%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.406C Tdiode@40.25C SOC0@47.625C CV1@-256C GPU@46.406C tj@50.593C SOC1@47.75C CV2@-256C VDD_GPU_SOC 4370mW/4158mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,14%@729,15%@2201,0%@2201,0%@2201,58%@2201,15%@729,7%@729,0%@729,7%@729] EMC_FREQ 6%@2133 GR3D_FREQ 74%@305 GR3D2_FREQ 74%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.593C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.593C tj@51.031C SOC1@47.75C CV2@-256C VDD_GPU_SOC 3972mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@729,7%@729,0%@729,15%@2201,0%@2201,0%@2201,61%@2201,14%@729,7%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 41%@305 GR3D2_FREQ 41%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.937C Tboard@38C SOC2@46.562C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.437C tj@50.937C SOC1@47.718C CV2@-256C VDD_GPU_SOC 3972mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,0%@729,0%@729,13%@729,8%@2201,0%@2201,0%@2201,57%@2201,15%@729,20%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 44%@305 GR3D2_FREQ 58%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.906C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.437C CV1@-256C GPU@46.562C tj@50.906C SOC1@47.593C CV2@-256C VDD_GPU_SOC 4370mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:20 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,6%@2201,0%@2201,0%@1474,14%@2435,0%@2201,0%@2201,50%@2201,0%@729,0%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 39%@305 GR3D2_FREQ 39%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.468C Tdiode@40.25C SOC0@47.531C CV1@-256C GPU@46.781C tj@50.968C SOC1@47.718C CV2@-256C VDD_GPU_SOC 4370mW/4158mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:21 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,7%@1712,20%@2201,0%@2201,0%@2201,57%@2201,14%@729,0%@729,7%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 71%@305 GR3D2_FREQ 71%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51C Tboard@38C SOC2@46.437C Tdiode@40.25C SOC0@47.593C CV1@-256C GPU@46.937C tj@50.593C SOC1@47.75C CV2@-256C VDD_GPU_SOC 3972mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
04-21-2025 12:27:21 RAM 4925/30587MB (lfb 8x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,13%@729,7%@729,7%@2201,0%@2201,0%@2201,60%@2201,13%@729,0%@729,0%@729,0%@729] EMC_FREQ 6%@2133 GR3D_FREQ 85%@305 GR3D2_FREQ 85%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.031C Tboard@38C SOC2@46.562C Tdiode@40.25C SOC0@47.562C CV1@-256C GPU@46.687C tj@51.031C SOC1@47.625C CV2@-256C VDD_GPU_SOC 3972mW/4157mW VDD_CPU_CV 1986mW/2000mW VIN_SYS_5V0 5040mW/5028mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1310mW/1299mW NC 0mW/0mW
