04-21-2025 12:28:57 RAM 3960/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [35%@1113,21%@1113,23%@1113,23%@1190,35%@2201,100%@2201,28%@2201,31%@2201,30%@883,23%@883,28%@883,26%@883] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51.562C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.343C tj@51.562C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:29:06 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,6%@729,0%@729,12%@729,7%@729,6%@729,0%@729,7%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.312C tj@50.5C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2581mW VIN_SYS_5V0 4435mW/4580mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/936mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [29%@729,6%@729,0%@729,7%@729,13%@729,0%@729,0%@729,0%@729,20%@2201,0%@2348,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.125C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.062C tj@50.562C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2583mW VIN_SYS_5V0 4435mW/4578mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/934mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,7%@2201,0%@2202,14%@729,6%@729,0%@729,7%@729,7%@2318,0%@2069,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.406C CV1@-256C GPU@46.406C tj@50.437C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2586mW VIN_SYS_5V0 4435mW/4576mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/932mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,0%@2351,13%@2201,7%@729,7%@729,0%@729,18%@729,7%@729,7%@2112,0%@2112,0%@2074,69%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.531C CV1@-256C GPU@46.312C tj@50.406C SOC1@47.781C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2583mW VIN_SYS_5V0 4435mW/4574mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/930mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4259/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@729,0%@729,0%@729,11%@729,6%@729,6%@729,0%@729,0%@729,17%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.531C tj@50.375C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2382mW/2581mW VIN_SYS_5V0 4435mW/4572mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/929mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4260/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,6%@729,0%@729,6%@729,13%@729,6%@729,0%@729,11%@729,12%@2201,0%@2201,6%@2015,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.031C tj@50.593C SOC1@47.593C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2382mW/2578mW VIN_SYS_5V0 4435mW/4570mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/927mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,7%@729,7%@729,18%@729,0%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.312C tj@50.468C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2581mW VIN_SYS_5V0 4435mW/4569mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/926mW NC 0mW/0mW
04-21-2025 12:29:07 RAM 4262/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,7%@729,7%@729,0%@729,21%@729,0%@729,0%@729,0%@729,8%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.281C tj@50.468C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2583mW VIN_SYS_5V0 4435mW/4567mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/924mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4262/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,7%@729,7%@729,0%@729,6%@729,6%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.312C tj@50.593C SOC1@47.718C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2586mW VIN_SYS_5V0 4435mW/4565mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/923mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,6%@729,6%@729,12%@729,0%@729,0%@729,0%@729,18%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.187C CV1@-256C GPU@46.468C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2588mW VIN_SYS_5V0 4435mW/4564mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/921mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,6%@729,6%@729,0%@729,13%@729,6%@729,0%@729,6%@729,6%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.406C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2590mW VIN_SYS_5V0 4435mW/4562mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/920mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4263/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,0%@729,0%@729,0%@729,14%@729,0%@729,7%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.156C CV1@-256C GPU@46.312C tj@50.312C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2593mW VIN_SYS_5V0 4435mW/4561mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/918mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4263/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,6%@729,6%@729,11%@729,23%@729,6%@729,6%@729,6%@729,12%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.25C Tdiode@39.75C SOC0@47.218C CV1@-256C GPU@46.218C tj@51.031C SOC1@47.843C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2595mW VIN_SYS_5V0 4435mW/4559mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/917mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4263/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,0%@729,0%@729,0%@729,15%@729,0%@729,0%@729,0%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.187C Tdiode@39.75C SOC0@47.312C CV1@-256C GPU@46.187C tj@50.937C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2597mW VIN_SYS_5V0 4435mW/4558mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/916mW NC 0mW/0mW
04-21-2025 12:29:08 RAM 4263/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2389,0%@729,0%@729,6%@729,13%@729,0%@729,6%@729,0%@729,13%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.156C Tdiode@40C SOC0@47.218C CV1@-256C GPU@45.843C tj@50.875C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2599mW VIN_SYS_5V0 4435mW/4556mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/914mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,7%@729,0%@729,7%@729,15%@729,0%@729,7%@729,7%@729,15%@2201,7%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.968C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.343C CV1@-256C GPU@46.343C tj@50.968C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2601mW VIN_SYS_5V0 4435mW/4555mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/913mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4262/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,0%@729,8%@729,7%@729,0%@729,7%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.093C Tdiode@40C SOC0@47.312C CV1@-256C GPU@45.937C tj@50.468C SOC1@47.687C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2603mW VIN_SYS_5V0 4435mW/4553mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/912mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@729,7%@729,7%@729,0%@729,15%@729,0%@729,7%@729,0%@729,16%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.156C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.093C tj@50.593C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2605mW VIN_SYS_5V0 4435mW/4552mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/911mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,14%@729,15%@729,0%@729,7%@729,7%@729,8%@2201,7%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.062C tj@50.468C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2607mW VIN_SYS_5V0 4435mW/4551mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/910mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,7%@729,7%@729,0%@729,8%@729,0%@729,0%@729,7%@729,14%@2201,7%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.25C CV1@-256C GPU@46.375C tj@50.531C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2609mW VIN_SYS_5V0 4435mW/4550mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/908mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,5%@729,0%@729,11%@729,5%@729,0%@729,5%@729,11%@2201,0%@2075,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.531C Tboard@38C SOC2@46.25C Tdiode@40C SOC0@47.218C CV1@-256C GPU@46.5C tj@50.937C SOC1@47.781C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2611mW VIN_SYS_5V0 4435mW/4548mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/907mW NC 0mW/0mW
04-21-2025 12:29:09 RAM 4261/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,12%@729,13%@729,6%@729,0%@729,0%@729,13%@2201,0%@2201,6%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.5C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.093C tj@50.906C SOC1@47.843C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2613mW VIN_SYS_5V0 4435mW/4547mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/906mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,7%@729,0%@729,7%@729,25%@729,6%@729,7%@729,0%@729,8%@2201,0%@2201,7%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@51C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46C tj@50.531C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2614mW VIN_SYS_5V0 4536mW/4547mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/906mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4262/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,0%@729,12%@729,7%@729,0%@729,6%@729,6%@729,13%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.187C Tdiode@39.75C SOC0@47.25C CV1@-256C GPU@46.468C tj@50.812C SOC1@47.781C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2616mW VIN_SYS_5V0 4536mW/4547mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/906mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4262/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [22%@2201,0%@2201,6%@2201,0%@729,12%@729,5%@729,0%@729,12%@729,6%@2201,0%@1978,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.218C CV1@-256C GPU@46.156C tj@50.593C SOC1@47.843C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2618mW VIN_SYS_5V0 4536mW/4547mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/906mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4262/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,12%@729,0%@729,6%@729,14%@729,13%@729,7%@729,0%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.218C tj@50.375C SOC1@47.687C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2620mW VIN_SYS_5V0 4435mW/4546mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/905mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4263/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,0%@729,13%@729,7%@729,6%@729,14%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.687C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.062C tj@50.687C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2621mW VIN_SYS_5V0 4435mW/4544mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/904mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@1344,6%@1344,0%@1190,0%@1190,25%@729,12%@729,0%@729,12%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.625C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46C tj@50.468C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2623mW VIN_SYS_5V0 4435mW/4543mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/903mW NC 0mW/0mW
04-21-2025 12:29:10 RAM 4265/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@729,0%@729,0%@729,13%@729,25%@729,0%@729,0%@729,7%@729,0%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.468C Tboard@38C SOC2@46.187C Tdiode@40C SOC0@47.281C CV1@-256C GPU@46.468C tj@50.625C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2624mW VIN_SYS_5V0 4435mW/4542mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/902mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4267/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,0%@729,7%@729,0%@729,13%@729,0%@729,20%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.156C Tdiode@40C SOC0@47.5C CV1@-256C GPU@46.281C tj@50.656C SOC1@47.656C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2626mW VIN_SYS_5V0 4435mW/4541mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/901mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@729,0%@729,14%@729,7%@729,15%@729,0%@729,0%@729,7%@729,8%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.375C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.437C CV1@-256C GPU@46.031C tj@50.375C SOC1@47.625C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2627mW VIN_SYS_5V0 4435mW/4540mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/900mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4266/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,14%@729,0%@729,7%@729,8%@729,7%@729,7%@729,14%@729,21%@2377,0%@2201,0%@2043,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.406C Tboard@38C SOC2@46.343C Tdiode@40C SOC0@47.312C CV1@-256C GPU@46.5C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2629mW VIN_SYS_5V0 4435mW/4539mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/899mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,0%@729,7%@729,7%@729,8%@729,7%@729,0%@729,14%@729,15%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.593C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.312C CV1@-256C GPU@45.906C tj@50.593C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2630mW VIN_SYS_5V0 4435mW/4538mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/898mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@1503,0%@1074,0%@729,0%@729,15%@729,7%@729,0%@729,8%@729,7%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.218C Tdiode@40C SOC0@47.125C CV1@-256C GPU@46.218C tj@50.718C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2632mW VIN_SYS_5V0 4435mW/4537mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/898mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,6%@729,0%@729,7%@729,0%@729,7%@729,0%@729,14%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.281C Tdiode@40C SOC0@47.375C CV1@-256C GPU@46.312C tj@50.656C SOC1@47.718C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2633mW VIN_SYS_5V0 4435mW/4536mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/897mW NC 0mW/0mW
04-21-2025 12:29:11 RAM 4264/30587MB (lfb 11x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,7%@729,7%@729,0%@729,21%@729,7%@729,0%@729,7%@729,25%@2201,0%@2201,0%@2201,100%@2201] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.718C Tboard@38C SOC2@46.312C Tdiode@40C SOC0@47.312C CV1@-256C GPU@45.906C tj@50.718C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2634mW VIN_SYS_5V0 4435mW/4535mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/896mW NC 0mW/0mW
