04-21-2025 12:21:04 RAM 4295/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,13%@2201,14%@2201,100%@2201,31%@729,20%@729,25%@729,14%@729,21%@729,20%@729,20%@729,25%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@37C SOC2@45.656C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.593C tj@49.937C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,7%@729,0%@729,0%@729,7%@729,7%@729,0%@729,0%@729,15%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.093C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@46.718C CV1@-256C GPU@45.656C tj@49.093C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2085mW VIN_SYS_5V0 4025mW/4568mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/933mW NC 0mW/0mW
04-21-2025 12:21:13 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@826,7%@1486,0%@729,7%@729,7%@729,0%@729,6%@729,7%@729,13%@729,0%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.312C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.593C CV1@-256C GPU@45.437C tj@49.312C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2061mW VIN_SYS_5V0 4025mW/4560mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/927mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4259/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,0%@729,6%@729,6%@729,14%@729,7%@729,7%@729,0%@729,15%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.156C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@46.75C CV1@-256C GPU@45.906C tj@49.156C SOC1@46.906C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/2039mW VIN_SYS_5V0 4025mW/4553mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/921mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,15%@2201,14%@2201,7%@2201,28%@2201,7%@2201,7%@2201,14%@2201,7%@1574,14%@1574,14%@1574,30%@1267] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@37C SOC2@45.625C Tdiode@39.5C SOC0@46.593C CV1@-256C GPU@45.625C tj@50C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/2022mW VIN_SYS_5V0 4126mW/4547mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/917mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@806,0%@806,0%@806,6%@806,20%@729,13%@729,6%@729,0%@729,33%@883,0%@883,6%@883,0%@806] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.531C Tboard@37C SOC2@45.562C Tdiode@39.5C SOC0@46.656C CV1@-256C GPU@45.875C tj@49.531C SOC1@46.906C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1191mW/2011mW VIN_SYS_5V0 4226mW/4543mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/913mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [25%@830,13%@729,13%@729,12%@729,7%@729,0%@729,0%@729,0%@729,26%@883,18%@883,14%@834,40%@960] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.906C Tboard@37C SOC2@45.468C Tdiode@39.5C SOC0@46.687C CV1@-256C GPU@45.531C tj@49.437C SOC1@46.906C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1191mW/2001mW VIN_SYS_5V0 4233mW/4539mW NC 0mW/0mW VDDQ_VDD2_1V8AO 604mW/909mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,7%@729,6%@729,7%@729,13%@729,12%@729,13%@729,7%@729,15%@1881,53%@1881,13%@1881,14%@1881] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.875C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.468C tj@49.875C SOC1@46.781C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1191mW/1990mW VIN_SYS_5V0 4334mW/4536mW NC 0mW/0mW VDDQ_VDD2_1V8AO 705mW/906mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@819,0%@729,0%@729,0%@729,13%@729,0%@729,0%@729,7%@729,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.343C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.562C CV1@-256C GPU@45.468C tj@49.343C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 1191mW/1980mW VIN_SYS_5V0 4226mW/4533mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/902mW NC 0mW/0mW
04-21-2025 12:21:14 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,13%@729,7%@729,14%@729,0%@729,7%@729,0%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.687C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.593C CV1@-256C GPU@45.875C tj@49.687C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1965mW VIN_SYS_5V0 4233mW/4529mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/899mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@729,5%@729,15%@729,5%@729,11%@729,0%@729,0%@729,0%@729,5%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.281C Tboard@37C SOC2@45.5C Tdiode@39.25C SOC0@46.843C CV1@-256C GPU@45.687C tj@49.437C SOC1@47.093C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1951mW VIN_SYS_5V0 4126mW/4524mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/894mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,7%@2201,0%@2201,0%@729,7%@729,0%@729,6%@729,0%@729,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.531C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@46.625C CV1@-256C GPU@45.343C tj@49.531C SOC1@46.906C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1937mW VIN_SYS_5V0 4126mW/4519mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/889mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4263/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@729,7%@729,7%@729,7%@729,7%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.5C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.593C tj@49.5C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1923mW VIN_SYS_5V0 4126mW/4514mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/884mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,0%@729,21%@729,0%@729,0%@729,0%@729,8%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.187C Tboard@37C SOC2@45.437C Tdiode@39.5C SOC0@46.562C CV1@-256C GPU@45.375C tj@49.406C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1910mW VIN_SYS_5V0 4126mW/4510mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/880mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,7%@729,0%@729,0%@729,8%@729,0%@729,0%@729,7%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.187C Tboard@37C SOC2@45.437C Tdiode@39.5C SOC0@46.75C CV1@-256C GPU@45.468C tj@49.187C SOC1@47.062C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1892mW VIN_SYS_5V0 4126mW/4505mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/875mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@729,0%@729,0%@729,7%@729,8%@729,0%@729,0%@729,0%@729,8%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.531C Tboard@37C SOC2@45.531C Tdiode@39.25C SOC0@46.625C CV1@-256C GPU@45.656C tj@49.531C SOC1@46.906C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1874mW VIN_SYS_5V0 4025mW/4499mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/871mW NC 0mW/0mW
04-21-2025 12:21:15 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@729,7%@729,0%@729,0%@729,15%@729,0%@729,7%@729,0%@729,15%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.281C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.531C CV1@-256C GPU@45.656C tj@49.593C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1857mW VIN_SYS_5V0 4025mW/4494mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/867mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,0%@729,0%@729,7%@729,7%@729,0%@729,0%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.593C Tboard@37C SOC2@45.5C Tdiode@39.25C SOC0@46.625C CV1@-256C GPU@45.843C tj@49.593C SOC1@46.812C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1841mW VIN_SYS_5V0 4025mW/4489mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/863mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,6%@729,6%@729,13%@729,0%@729,0%@729,0%@729,13%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.593C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.5C tj@49.593C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1825mW VIN_SYS_5V0 4126mW/4485mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/859mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [6%@729,6%@729,6%@729,11%@729,6%@729,6%@729,6%@729,0%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.187C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.843C CV1@-256C GPU@45.531C tj@49.187C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1809mW VIN_SYS_5V0 4025mW/4479mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/855mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [12%@729,5%@729,0%@729,0%@729,11%@729,0%@729,0%@729,5%@729,11%@729,5%@729,0%@729,5%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.406C Tboard@37C SOC2@45.531C Tdiode@39.25C SOC0@46.687C CV1@-256C GPU@45.843C tj@49.156C SOC1@46.875C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1793mW VIN_SYS_5V0 4025mW/4474mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/851mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,13%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,13%@729,0%@729,6%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.375C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.625C CV1@-256C GPU@45.468C tj@49.375C SOC1@46.781C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1778mW VIN_SYS_5V0 4025mW/4470mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/847mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2188,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,7%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.187C Tboard@37C SOC2@45.593C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.687C tj@49.187C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1763mW VIN_SYS_5V0 4025mW/4465mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/843mW NC 0mW/0mW
04-21-2025 12:21:16 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@832,0%@2201,0%@2201,7%@729,0%@729,0%@729,7%@729,7%@729,14%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.156C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.75C CV1@-256C GPU@45.687C tj@49.312C SOC1@47.031C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1749mW VIN_SYS_5V0 4025mW/4460mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/840mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@1344,7%@1344,6%@1344,0%@1344,7%@1246,0%@729,13%@729,6%@729,12%@729,6%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.281C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.812C CV1@-256C GPU@45.406C tj@49.468C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1739mW VIN_SYS_5V0 4025mW/4456mW NC 0mW/0mW VDDQ_VDD2_1V8AO 504mW/836mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@1035,0%@874,6%@729,12%@729,7%@883,0%@883,0%@883,6%@806,18%@729,6%@729,6%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.343C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.562C CV1@-256C GPU@45.437C tj@49.25C SOC1@46.718C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1729mW VIN_SYS_5V0 4126mW/4452mW NC 0mW/0mW VDDQ_VDD2_1V8AO 504mW/833mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,0%@729,13%@729,6%@729,0%@729,7%@729,0%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.187C Tboard@37C SOC2@45.468C Tdiode@39.25C SOC0@46.75C CV1@-256C GPU@45.437C tj@49.312C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 794mW/1719mW VIN_SYS_5V0 4126mW/4449mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/829mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4264/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,7%@729,0%@729,0%@729,0%@729,0%@729,0%@729,7%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.187C Tboard@37C SOC2@45.5C Tdiode@39.25C SOC0@46.625C CV1@-256C GPU@45.5C tj@49.187C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1706mW VIN_SYS_5V0 4126mW/4445mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/826mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4263/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,6%@729,7%@729,0%@729,13%@729,6%@729,6%@729,0%@729,13%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.156C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.687C CV1@-256C GPU@45.687C tj@49.156C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1692mW VIN_SYS_5V0 4126mW/4442mW NC 0mW/0mW VDDQ_VDD2_1V8AO 504mW/823mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4263/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@729,0%@729,12%@729,12%@729,13%@729,6%@729,0%@729,0%@729,6%@729,6%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.218C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.593C CV1@-256C GPU@45.375C tj@49.218C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1679mW VIN_SYS_5V0 4025mW/4438mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/819mW NC 0mW/0mW
04-21-2025 12:21:17 RAM 4265/30587MB (lfb 96x4MB) SWAP 31/15294MB (cached 0MB) CPU [6%@729,0%@729,0%@729,0%@762,6%@729,0%@729,0%@729,6%@729,7%@729,0%@729,6%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.25C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.562C CV1@-256C GPU@45.812C tj@49.625C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1667mW VIN_SYS_5V0 4025mW/4434mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/816mW NC 0mW/0mW
04-21-2025 12:21:18 RAM 4263/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,7%@729,0%@729,7%@729,0%@729,0%@729,0%@729,13%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.562C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.281C tj@49.562C SOC1@46.906C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1654mW VIN_SYS_5V0 4025mW/4430mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/813mW NC 0mW/0mW
04-21-2025 12:21:18 RAM 4264/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@729,0%@729,6%@729,12%@732,18%@729,6%@729,0%@729,6%@729,7%@729,0%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.531C Tboard@37C SOC2@45.562C Tdiode@39.25C SOC0@46.656C CV1@-256C GPU@45.718C tj@49.093C SOC1@46.968C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1642mW VIN_SYS_5V0 4025mW/4426mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/810mW NC 0mW/0mW
04-21-2025 12:21:18 RAM 4263/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@729,0%@729,0%@729,0%@776,7%@729,0%@729,0%@729,0%@729,13%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.093C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.718C CV1@-256C GPU@45.812C tj@49.093C SOC1@46.937C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1630mW VIN_SYS_5V0 4025mW/4422mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/807mW NC 0mW/0mW
04-21-2025 12:21:18 RAM 4261/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@729,0%@729,6%@729,0%@729,7%@729,6%@729,0%@729,0%@729,13%@729,12%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.343C Tboard@37C SOC2@45.343C Tdiode@39.25C SOC0@46.593C CV1@-256C GPU@45.812C tj@49.343C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1618mW VIN_SYS_5V0 4025mW/4418mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/804mW NC 0mW/0mW
04-21-2025 12:21:18 RAM 4262/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@729,0%@729,7%@729,7%@729,13%@729,0%@729,13%@729,0%@729,0%@729,12%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.437C Tboard@37C SOC2@45.437C Tdiode@39.25C SOC0@46.625C CV1@-256C GPU@45.5C tj@49.156C SOC1@46.843C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1607mW VIN_SYS_5V0 4025mW/4415mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/801mW NC 0mW/0mW
04-21-2025 12:21:18 RAM 4263/30587MB (lfb 97x4MB) SWAP 31/15294MB (cached 0MB) CPU [6%@729,0%@729,6%@729,6%@729,6%@729,0%@729,0%@729,0%@729,7%@729,12%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@49.156C Tboard@37C SOC2@45.468C Tdiode@39.25C SOC0@46.718C CV1@-256C GPU@45.468C tj@49.375C SOC1@47.093C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 397mW/1596mW VIN_SYS_5V0 4025mW/4411mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/799mW NC 0mW/0mW
