04-21-2025 12:36:50 RAM 3932/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [42%@2201,23%@2201,100%@2201,29%@2201,37%@729,27%@729,29%@806,27%@729,44%@729,29%@729,33%@729,29%@729] EMC_FREQ 1%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.562C Tboard@38C SOC2@46.062C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@46C tj@50.562C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2780mW VDD_CPU_CV 2780mW/2780mW VIN_SYS_5V0 4737mW/4737mW NC 0mW/0mW VDDQ_VDD2_1V8AO 1108mW/1108mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [28%@2201,0%@2201,100%@2201,7%@2201,8%@729,0%@729,0%@729,0%@729,23%@729,14%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@45.812C tj@50.531C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2651mW VIN_SYS_5V0 4435mW/4610mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/979mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,16%@729,0%@729,14%@729,7%@729,15%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@46.906C CV1@-256C GPU@46.093C tj@50.593C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2653mW VIN_SYS_5V0 4435mW/4608mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/976mW NC 0mW/0mW
04-21-2025 12:36:59 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,5%@2201,100%@2201,11%@2201,13%@729,0%@729,0%@729,7%@729,18%@729,6%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@45.843C tj@50.125C SOC1@47.25C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2654mW VIN_SYS_5V0 4435mW/4606mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/974mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4213/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,6%@2201,100%@2201,0%@2201,18%@729,0%@729,6%@729,6%@729,18%@729,12%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@46.937C CV1@-256C GPU@45.656C tj@50.343C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2656mW VIN_SYS_5V0 4435mW/4603mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/972mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4214/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,6%@2201,7%@729,7%@729,7%@729,0%@729,8%@729,13%@729,6%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@47.062C CV1@-256C GPU@46.218C tj@50.093C SOC1@47.343C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2658mW VIN_SYS_5V0 4435mW/4601mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/970mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4215/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,0%@2201,15%@729,0%@729,7%@729,13%@729,20%@729,13%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@45.75C tj@50.343C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2659mW VIN_SYS_5V0 4435mW/4599mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/967mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4216/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,6%@2201,14%@729,13%@729,6%@729,7%@729,14%@729,0%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.937C Tdiode@39.75C SOC0@47.25C CV1@-256C GPU@45.906C tj@50.406C SOC1@47.437C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2661mW VIN_SYS_5V0 4435mW/4597mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/965mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4216/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [7%@2201,6%@2201,100%@2201,7%@2201,20%@729,7%@729,7%@729,0%@729,8%@729,13%@729,18%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.312C Tboard@38C SOC2@46.062C Tdiode@39.5C SOC0@47C CV1@-256C GPU@46C tj@50.031C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2662mW VIN_SYS_5V0 4435mW/4595mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/963mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [8%@2201,0%@2201,100%@2201,0%@2201,15%@729,7%@729,0%@729,0%@729,15%@729,0%@729,14%@729,14%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.156C Tboard@38C SOC2@46C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@45.656C tj@50.375C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2664mW VIN_SYS_5V0 4435mW/4593mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/961mW NC 0mW/0mW
04-21-2025 12:37:00 RAM 4215/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [23%@2201,0%@2201,100%@2201,0%@2201,26%@729,7%@729,0%@729,7%@729,15%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50C Tboard@38C SOC2@46.187C Tdiode@39.75C SOC0@47C CV1@-256C GPU@45.812C tj@50C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2665mW VIN_SYS_5V0 4435mW/4591mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/959mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4215/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,7%@2201,100%@2201,0%@2201,16%@729,0%@729,7%@729,7%@729,9%@729,0%@729,14%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@46.937C CV1@-256C GPU@46C tj@50.437C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2667mW VIN_SYS_5V0 4435mW/4589mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/959mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4216/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,0%@2201,100%@2201,0%@2201,14%@729,0%@729,0%@729,7%@729,21%@729,7%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.125C Tdiode@39.5C SOC0@46.937C CV1@-256C GPU@46.125C tj@50.125C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2668mW VIN_SYS_5V0 4435mW/4587mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/958mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4215/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [18%@2201,0%@2201,100%@2201,0%@2201,7%@729,6%@729,6%@729,0%@729,23%@729,6%@729,6%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.437C Tboard@38C SOC2@46.062C Tdiode@39.5C SOC0@46.906C CV1@-256C GPU@46.093C tj@50.437C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2669mW VIN_SYS_5V0 4435mW/4585mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/957mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4215/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,0%@2201,20%@729,6%@729,6%@729,13%@729,7%@729,0%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@46.937C CV1@-256C GPU@45.718C tj@50.343C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2671mW VIN_SYS_5V0 4435mW/4583mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/957mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4216/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,0%@2201,100%@2201,0%@2201,20%@729,6%@729,0%@729,7%@729,14%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.062C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@46.843C CV1@-256C GPU@45.875C tj@50.406C SOC1@47.562C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2672mW VIN_SYS_5V0 4435mW/4581mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/955mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4216/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,7%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,7%@729,7%@729,0%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.281C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@45.906C tj@50.281C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2780mW/2673mW VIN_SYS_5V0 4435mW/4580mW NC 0mW/0mW VDDQ_VDD2_1V8AO 907mW/954mW NC 0mW/0mW
04-21-2025 12:37:01 RAM 4217/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [0%@2201,0%@2201,71%@2201,0%@2201,26%@729,7%@729,7%@729,0%@729,16%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.281C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@45.718C tj@50.281C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2383mW/2670mW VIN_SYS_5V0 4435mW/4578mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/953mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4216/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,0%@2201,100%@2201,0%@2201,15%@729,0%@729,5%@729,0%@729,15%@729,5%@729,0%@729,5%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.781C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@46.968C CV1@-256C GPU@45.687C tj@50.781C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2667mW VIN_SYS_5V0 4435mW/4576mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/951mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4219/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [13%@2201,6%@2201,100%@2201,0%@2201,7%@729,6%@729,7%@729,7%@729,14%@729,13%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.906C Tdiode@39.75C SOC0@46.937C CV1@-256C GPU@45.75C tj@50.562C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2382mW/2663mW VIN_SYS_5V0 4435mW/4575mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/949mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,7%@2201,100%@2201,0%@2201,20%@729,0%@729,0%@729,0%@729,14%@729,0%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.656C Tboard@38C SOC2@46.125C Tdiode@39.75C SOC0@47.031C CV1@-256C GPU@46.093C tj@50.187C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2665mW VIN_SYS_5V0 4435mW/4573mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/948mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4221/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,8%@729,0%@729,0%@729,8%@729,15%@729,14%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.25C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.843C CV1@-256C GPU@45.812C tj@50.656C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2666mW VIN_SYS_5V0 4435mW/4572mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/946mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4217/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [16%@2201,0%@2201,100%@2201,0%@2201,16%@729,7%@729,0%@729,7%@729,16%@729,0%@729,20%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.25C Tboard@38C SOC2@46.031C Tdiode@39.5C SOC0@46.812C CV1@-256C GPU@45.906C tj@50.25C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2667mW VIN_SYS_5V0 4435mW/4570mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/945mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4217/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [33%@2201,0%@2201,100%@2201,0%@2201,8%@729,0%@729,0%@729,7%@729,21%@729,8%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@47.031C CV1@-256C GPU@45.875C tj@50.125C SOC1@47.312C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2668mW VIN_SYS_5V0 4435mW/4569mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/943mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4217/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [9%@2201,0%@2201,100%@2201,0%@2201,23%@729,0%@729,7%@729,0%@729,23%@729,7%@729,7%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.218C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@45.875C tj@50.218C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2670mW VIN_SYS_5V0 4435mW/4567mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/942mW NC 0mW/0mW
04-21-2025 12:37:02 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,6%@2201,100%@2201,0%@2201,15%@729,6%@729,7%@729,0%@729,14%@729,0%@729,0%@729,12%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.187C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@46.906C CV1@-256C GPU@46.187C tj@50.187C SOC1@47.156C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2671mW VIN_SYS_5V0 4435mW/4566mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/940mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4219/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [26%@2201,7%@2201,100%@2201,0%@2201,8%@729,0%@729,7%@729,7%@729,31%@729,7%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.281C Tboard@38C SOC2@45.968C Tdiode@39.75C SOC0@46.937C CV1@-256C GPU@46C tj@50.281C SOC1@47.5C CV2@-256C VDD_GPU_SOC 2779mW/2779mW VDD_CPU_CV 2779mW/2672mW VIN_SYS_5V0 4435mW/4565mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/939mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [14%@2201,0%@2201,100%@2201,0%@2201,14%@729,0%@729,7%@729,7%@729,20%@729,6%@729,0%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.25C Tboard@38C SOC2@46C Tdiode@39.75C SOC0@47.187C CV1@-256C GPU@46.156C tj@50.25C SOC1@47.531C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2673mW VIN_SYS_5V0 4435mW/4563mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/937mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [20%@2201,6%@2201,100%@2201,6%@2201,18%@729,0%@729,6%@729,0%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.75C Tboard@38C SOC2@46.031C Tdiode@39.75C SOC0@46.937C CV1@-256C GPU@45.718C tj@50.75C SOC1@47.187C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2674mW VIN_SYS_5V0 4435mW/4562mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/936mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,14%@729,7%@729,13%@729,7%@729,14%@729,0%@729,7%@729,6%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.218C Tboard@38C SOC2@45.875C Tdiode@39.75C SOC0@47.125C CV1@-256C GPU@46.031C tj@50.218C SOC1@47.468C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2675mW VIN_SYS_5V0 4435mW/4561mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/935mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4218/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,8%@729,0%@729,7%@729,7%@729,21%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@46.093C Tdiode@39.75C SOC0@47.093C CV1@-256C GPU@45.718C tj@50.218C SOC1@47.375C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2676mW VIN_SYS_5V0 4435mW/4559mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/934mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4220/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,7%@2201,100%@2201,7%@2201,16%@729,7%@729,0%@729,0%@729,8%@729,14%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@46.062C Tdiode@39.75C SOC0@46.875C CV1@-256C GPU@45.875C tj@50.125C SOC1@47.218C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2677mW VIN_SYS_5V0 4435mW/4558mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/932mW NC 0mW/0mW
04-21-2025 12:37:03 RAM 4219/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [28%@2201,0%@2201,100%@2201,0%@2201,15%@729,0%@729,13%@729,13%@729,21%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.125C Tboard@38C SOC2@45.906C Tdiode@39.5C SOC0@47.062C CV1@-256C GPU@46.031C tj@50.125C SOC1@47.312C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2678mW VIN_SYS_5V0 4435mW/4557mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/931mW NC 0mW/0mW
04-21-2025 12:37:04 RAM 4219/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,7%@2201,21%@729,7%@729,0%@729,7%@729,16%@729,14%@729,6%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.25C Tboard@38C SOC2@45.937C Tdiode@39.5C SOC0@47.156C CV1@-256C GPU@46.156C tj@50.25C SOC1@47.312C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2679mW VIN_SYS_5V0 4435mW/4556mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/930mW NC 0mW/0mW
04-21-2025 12:37:04 RAM 4220/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [15%@2201,0%@2201,100%@2201,0%@2201,21%@729,0%@729,7%@729,0%@729,14%@729,0%@729,0%@729,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.093C Tboard@38C SOC2@46.125C Tdiode@39.5C SOC0@47.093C CV1@-256C GPU@45.937C tj@50.343C SOC1@47.343C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2680mW VIN_SYS_5V0 4435mW/4555mW NC 0mW/0mW VDDQ_VDD2_1V8AO 806mW/929mW NC 0mW/0mW
04-21-2025 12:37:04 RAM 4220/30587MB (lfb 77x4MB) SWAP 31/15294MB (cached 0MB) CPU [21%@2201,6%@2201,100%@2201,0%@2201,14%@729,0%@729,7%@729,7%@729,20%@729,7%@729,0%@729,7%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@305 GR3D2_FREQ 0%@305 VIC_FREQ 115 APE 174 CV0@-256C CPU@50.343C Tboard@38C SOC2@45.968C Tdiode@39.5C SOC0@46.875C CV1@-256C GPU@45.812C tj@50.781C SOC1@47.125C CV2@-256C VDD_GPU_SOC 2780mW/2779mW VDD_CPU_CV 2779mW/2681mW VIN_SYS_5V0 4435mW/4553mW NC 0mW/0mW VDDQ_VDD2_1V8AO 905mW/928mW NC 0mW/0mW
